연번,사업자명,사업자등록번호,업종명(대분류),소재지
1599,엔시스,6218601149,제조업,부산광역시 북구  만덕1로104번가길 24 (만덕동)
1600,엑티브아이티,1458101034,도매 및 소매업,경기도 수원시 장안구  송원로 47 (송죽동) 해동프라자 3층
1601,보다컴,1098178920,제조업,서울 강서구 허준로 217 1007호 (가양동)
1602,쿨앤쿨,1168167678,도매 및 소매업,서울특별시 서초구  강남대로51길 1 (서초동) 511 TOWER 4층
1603,이노웰,2148660353,제조업,경기도 성남시 분당구  대왕판교로 660 (삼평동) 유스페이스1 301호
1604,티비테크놀러지,1298651615,제조업,경기도 성남시 중원구 갈마치로 215 (금강펜테리움IT타워 B404)
1605,마이데이터,6778102317,정보통신업,서울 서초구 강남대로53길 8 (서초동) 11층 1-26호
1606,오아,1148714895,도매 및 소매업,"서울특별시 서초구 효령로46길 97 ((서초동, 오아(주)))"
1607,스푼라디오,2118894896,정보통신업,서울특별시 강남구 테헤란로4길 14 13층
1608,티원엘에스,1068648117,도매 및 소매업,서울 금천구 가산디지털1로 145 에이스하이엔드타워3차 402호 (가산동)
1609,아이티아이즈,1178181348,정보통신업,"서울 영등포구 은행로 37 5층 (여의도동, 기계진흥회관 본관)"
1610,딜로이트컨설팅,1168172977,"전문, 과학 및 기술 서비스업","서울특별시 영등포구 국제금융로 10 6층 (여의도동, 서울국제금융센터원아이에프씨빌딩)"
1611,위더맥스,7568701078,"전문, 과학 및 기술 서비스업",경기도 용인시 기흥구  기흥로 58 (구갈동) 기흥ICT밸리 B동 20층
1612,브랜드엑스코퍼레이션,5508600867,도매 및 소매업,"서울 성동구 뚝섬로1길 63 12층 (성수동1가, 영창디지털타워)"
1613,파마리서치,2208607450,제조업,강원 강릉시 과학단지로 77-19 (대전동)
1614,범진전자,1248634703,제조업,경기 수원시 권선구 산업로155번길 217 (고색동)
1615,웨스트월드,5978101201,정보통신업,"경기 고양시 일산서구 킨텍스로 240 오피스동 3501,3601호(대화동,킨텍스 꿈에그린)"
1616,아이캠퍼,1418135148,제조업,경기도 파주시 탄현면 방촌로 541-44 (탄현면) 908-5번지 외 6필지
1617,부천우리병원,1309202546,보건업 및 사회복지 서비스업,"경기 부천시 오정구 소사로 726 (원종동, 부천우리병원)"
1618,고운세상코스메틱,2098123948,"전문, 과학 및 기술 서비스업",경기도 성남시 분당구  분당로 55 (서현동) 퍼스트타워 고운세상코스메틱 11층
1619,참조은병원,1269159776,보건업 및 사회복지 서비스업,경기도 광주시  광주대로 45 (경안동)
1620,다원시스,1348129935,제조업,경기도 안산시 단원구  시화호수로 485 (성곡동)
1621,자연과환경,1348687298,제조업,"경기도 군포시  고산로 166 (당정동, SK벤티움) 102동 404호"
1622,미주엔비켐,1188101162,제조업,경기도 광명시  일직로 43 (일직동) A동 15층 1506호
1623,노바인터내쇼널,1058163269,제조업,부산 강서구 범방동 1911-11번지
1624,한일병원,6139161062,보건업 및 사회복지 서비스업,경상남도 진주시  범골로 17 (충무공동)
1625,한국항공서비스,3408601051,제조업,경남 사천시 사천읍 항공로 64 
1626,윈테크,8838601179,제조업,경상남도 창원시 진해구 웅천서로41번길 72 
1627,광주병원,4099047917,보건업 및 사회복지 서비스업,광주 북구 면앙로139번길 51 (두암동)
1628,풍림파마텍,4018115331,제조업,전북 군산시 자유무역1길 21 자유무역지역 (오식도동)
1629,백광산업군산공장,1138101094,제조업,전북 군산시 임해로 494-16 (소룡동)
1630,농업회사법인한우물,4038142834,제조업,전북 김제시 용지면 백자1길 112 
1631,한국차체,4028118990,제조업,전라북도 완주군 봉동읍 완주산단7로 27 
1632,대주코레스,1348100961,제조업,전북 완주군 봉동읍 완주산단6로 266 (대주코레스 사무동2층 총무팀)
1633,한국건설안전공사,3148120317,"전문, 과학 및 기술 서비스업","대전광역시 유성구  북유성대로 219 (지족동, 인앤인주상복합,202호) 201호"
1634,상신종합식품,3128600343,제조업,충남 천안시 서북구 성환읍 와룡길 94 (외 1필지)
1635,유니슨에이치케이알,3128626756,제조업,충남 천안시 동남구 수신면 우각골길 53 1층
1636,피엔티,5138132083,제조업,경북 구미시 첨단기업로 33 (금전동)
1637,메가젠임플란트,5048143999,제조업,대구광역시 달성군 다사읍 세천로7길 45 
1638,디케이씨,5068108019,제조업,경북 포항시 북구 청하면 고현길98번길 66 
1639,소셜빈,6158602347,도매 및 소매업,부산 기장군 장안읍 반룡산단2로 17 소셜빈
1640,신성델타테크,6098107658,제조업,경남 창원시 성산구 공단로271번길 39 (웅남동)
1641,건영테크,6098179147,제조업,경남 창원시 성산구 완암로 3 제4표준공장 4 4 (웅남동)
1642,씨엔알리서치,8298701755,"사업시설 관리, 사업 지원 및 임대 서비스업","서울 강남구 역삼로 412 (대치동, 대치MS빌딩)"
1643,코스알엑스,1448120381,도매 및 소매업,"서울특별시 강남구  테헤란로 231 (역삼동, 센터필드) 웨스트동 5층"
1644,에이케이무역,1088155467,도매 및 소매업,서울특별시 영등포구  여의대방로62길 2 (신길동) 3층
1645,블랙홀릭,4148601482,도매 및 소매업,"서울 강서구 공항대로 219 (마곡동, 센테니아 514~519호) 5층"
1646,한국엘랑코동물약품,1208166979,도매 및 소매업,서울특별시 영등포구 여의대로 66 8층 (하이투자증권빌딩)
1647,뉴트리원,2208843130,도매 및 소매업,"서울 송파구 올림픽로35다길 42 21,22,23층 (신천동, 한국루터회관)"
1648,애경케미칼,1138663305,제조업,서울 마포구 양화로 188 (동교동)
1649,한국로지스풀,1058640937,운수 및 창고업,"서울 마포구 마포대로 63-8 6층 (도화동, 삼창프라자)"
1650,키다리스튜디오,1068149784,정보통신업,서울특별시 성동구 연무장11길 8 11층
1651,다산북스,1058687039,정보통신업,경기도 파주시  회동길 490 (문발동)
1652,이펙스,1348103236,제조업,"경기도 안산시 단원구 산단로19번길 52 (원시동, HANSSEM)"
1653,동원파츠,1138143717,제조업,경기도 시흥시 공단1대로80번길 140 
1654,삼천리모터스,3018144690,도매 및 소매업,경기 군포시 당정로27번길 11 (당정동) 2층 삼천리모터스
1655,한국정보기술단,2148621331,정보통신업,경기도 과천시  뒷골2로 66-1 (과천동)
1656,한일원자력,1188106885,"전문, 과학 및 기술 서비스업","경기도 안양시 만안구  덕천로 45 (안양동) 동영벤처스텔 301호, 302호 (안양동)"
1657,디에이치라이팅,1078152512,제조업,인천 서구 북항로178번길 68-25 (원창동)
1658,부영,4728700152,제조업,인천광역시 남동구  남동서로 138 (고잔동) 가동 2층
1659,램리서치매뉴팩춰링코리아유한회사,1248718092,제조업,경기 오산시 가장산업동로 14-9 (가장동)
1660,디케이비엠시,2108165384,정보통신업,"서울 강남구 봉은사로 434 , 3층 (삼성동, 석수빌딩)"
1661,종합건축사사무소동일건축,1058132709,"전문, 과학 및 기술 서비스업",서울 강남구 도산대로46길 8 동일빌딩 (논현동)
1662,글로텍엔지니어링,1088159497,"전문, 과학 및 기술 서비스업",서울특별시 금천구  가산디지털1로 171 (가산동) 가산 SK V1 센터 13층 1302호
1663,해우지엘에스,1178115697,운수 및 창고업,서울 강서구 강서로 402 678통 10반 재영빌딩 8층 (등촌동)
1664,오케스트로,6748801017,정보통신업,서울특별시 영등포구  여의대로 108 (여의도동) 43층
1665,무신사,2118879575,"사업시설 관리, 사업 지원 및 임대 서비스업",서울 성동구 아차산로13길 11 1층 (성수동2가)
1666,원티드랩,2998600021,정보통신업,서울특별시 송파구 올림픽로 300 35층 (롯데월드타워)
1667,알서포트,1148682265,정보통신업,"서울 송파구 위례성대로 10 8~12층 (방이동, 에스-타워)"
1668,토문엔지니어링건축사사무소,2118160214,"전문, 과학 및 기술 서비스업","서울특별시 송파구  충민로 52 (문정동, 가든파이브웍스) D동 8층 801~807호"
1669,서경산업,6118700363,제조업,"서울 용산구 한강대로88길 11-4 5층 503호 (남영동, 금강빌딩)"
1670,크리스챤디올꾸뛰르코리아,1208174197,도매 및 소매업,"서울 중구 을지로5길 19 26층 (수하동, FERRUM TOWER)"
1671,하나기술,1248607579,제조업,경기도 용인시 처인구 남사면 전나무골길2번길 56-7 ((주)하나기술)
1672,버슘머트리얼즈코리아,1338122211,제조업,경기 시흥시 협력로 143 (정왕동)
1673,조흥,1138106497,제조업,경기 안산시 단원구 시화로 38 시화공단 4다 201호 (성곡동)
1674,예스이앤씨,5868801103,"전문, 과학 및 기술 서비스업",경기도 광명시  일직로 43 (일직동) A동 16층 1605호
1675,한국알박평택공장,2148190298,제조업,경기 평택시 청북읍 한산길 5 
1676,한승항만물류산업,6178149135,운수 및 창고업,"부산 남구 북항로 191 1층 (감만동, 동부부산컨테이너터미널)"
1677,엔브이에이치코리아본사,5058508687,제조업,경북 경주시 외동읍 문산공단안길 44 
1678,광주글로벌모터스,4378601471,제조업,광주광역시 광산구 빛그린산단로 333 
1679,비트리플,3508801106,운수 및 창고업,전북 군산시 자유로 7 (소룡동)
1680,리얼커머스,2828100300,도매 및 소매업,대전광역시 서구  대덕대로195번길 64 (둔산동)
1681,하나머티리얼즈,3128188209,제조업,충남 천안시 서북구 3공단3로 42 (백석동)
1682,티이엠씨,3178146543,제조업,충북 보은군 삼승면 남부로 3750-148 티이엠씨 주식회사
1683,와이엠씨,3128197106,제조업,충남 아산시 둔포면 아산밸리중앙로 154-25 ((주)와이엠씨)
1684,케이피에프충주공장,3038515748,제조업,충북 충주시 충주산단5로 50 (용탄동)
1685,삼우에프앤지,1248131846,운수 및 창고업,경기 용인시 수지구 손곡로 29 (동천동)
1686,포웰-본사,5068156603,"전문, 과학 및 기술 서비스업",경상북도 포항시 남구 오천읍 하원로 29 (오천읍)
1687,젠스타메이트,1078772470,"사업시설 관리, 사업 지원 및 임대 서비스업","서울 중구 을지로5길 16 10층 (을지로2가, 삼화타워)"
1688,딥비전스,7818601062,정보통신업,서울특별시 성동구 성수일로 77 801호
1689,스칼라웍스,2438800172,정보통신업,서울특별시 금천구  가산디지털2로 70 (가산동) 대륭테크노타운 19차 13층 10호
1690,에이피알,2208889441,도매 및 소매업,"서울 송파구 올림픽로 300 36층 (신천동, 롯데월드타워앤드롯데월드몰)"
1691,제네웰,2068128319,제조업,경기 성남시 중원구 상대원동 233-25번지 스타타워 6층
1692,라이브치과병원,1201210090,보건업 및 사회복지 서비스업,서울특별시 강남구  논현로105길 48 (역삼동) 2층
1693,부산커피협동조합,6178622368,도매 및 소매업,부산광역시 남구  황령대로319번가길 53 (대연동) 1층
1694,액시스소프트,1068655092,정보통신업,서울특별시 강남구  논현로102길 55 (역삼동) 3층
1695,윕스,1058602802,정보통신업,서울 마포구 성암로 189 중소기업DMC타워 19층 (상암동)
1696,이에이엔테크놀로지,1018199824,"전문, 과학 및 기술 서비스업",서울특별시 강남구 테헤란로77길 11-19 (EAN빌딩)
1697,한국캘러웨이골프,1018144519,도매 및 소매업,서울특별시 강남구  도산대로 414 (청담동) 4층
1698,삼정오토메이션,1238141133,제조업,경기도 화성시 동탄면(동탄면) 동탄산단4길 9-34
1699,이지서티,2018175821,정보통신업,"서울 강남구 선릉로 577 577, 6층 (역삼동, 조선내화빌딩)"
1700,아주호텔서교,1058779161,숙박 및 음식점업,"서울 마포구 양화로 130 (서교동, 호텔서교)"
1701,티씨씨스틸서울사무소,1078544081,제조업,"서울 중구 을지로 29 9층 (을지로1가, 더존을지타워)"
1702,데이터마케팅코리아,3948800499,정보통신업,서울특별시 강남구 선릉로 602 9층 (삼릉빌딩)
1703,한국환경종합건축사사무소,2208111342,"전문, 과학 및 기술 서비스업",서울 강남구 봉은사로30길 74 태남빌딩 4층 (역삼동)
1704,우수AMS,6088121958,제조업,경남 창원시 성산구 월림로 62 (신촌동)
1705,코리아로지스,1098161996,정보통신업,"서울 금천구 가산디지털1로 145 (가산동, 에이스하이엔드타워3차/508호, 605호, 606호, 607호, 802호, 1504호)"
1706,휴메딕스,2048176343,"전문, 과학 및 기술 서비스업",경기 성남시 수정구 창업로 17 (시흥동) 판교아이스퀘어A동 603호
1707,케이비에스미디어,1168140951,정보통신업,서울 마포구 매봉산로 45 KBS미디어센터 4층 (상암동)
1708,쿱푸드시스템,1238617394,제조업,전남 구례군 용방면 용산로 107-74 
1709,행복다문화협동조합,3958101546,보건업 및 사회복지 서비스업,경상남도 창원시 의창구  상남로 224 (신월동) 2층
1710,에프앤자산평가,1018664053,정보통신업,서울 강서구 마곡중앙2로 61 2~3층 (마곡동)
1711,러닝플러스,6078184042,교육 서비스업,부산 부산진구 전포대로199번길 15 현대오피스텔 701 (전포동)
1712,히타치에너지코리아,4248801275,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시 강남구 영동대로 511 41층
1713,리테일테크,1178146093,정보통신업,경기도 성남시 수정구  고등로2길 5 (고등동) 1층
1714,광스틸,3148133281,제조업,충북 청주시 서원구 현도면 시목외천로 247-27 (㈜광스틸)
1715,무등기업평동,4108192346,제조업,광주 광산구 평동산단로 297 (옥동)
1716,신안환경연구소,1771500658,"전문, 과학 및 기술 서비스업","대전 대덕구 비래동로23번길 63 (비래동, NOVELTY BUILDING)"
1717,위치스,4108619976,정보통신업,"광주광역시 남구  송암로24번가길 46 (송하동, 와우랩(102호,103호,2층 201호))"
1718,이시다코리아,1308625742,도매 및 소매업,경기도 부천시 원미로 189 (5층(원미동))
1719,세이프닥,7978801023,정보통신업,서울특별시 강남구  테헤란로19길 14 (역삼동) 3층
1720,오뚜기물류서비스,6038802071,운수 및 창고업,경기 용인시 처인구 백암면 백암로 49 (오뚜기물류서비스)
1721,마녀공장,1088600365,도매 및 소매업,서울특별시 강서구  공항대로 518 (등촌동)
1722,채움플러스,3018628088,교육 서비스업,충북 청주시 상당구 성안로 34 (북문로1가) 2층
1723,선보공업,6038128937,제조업,부산 사하구 다산로 80 (다대동)
1724,케이지이니시스,2208155597,정보통신업,"서울 중구 통일로 92 14-15층 (순화동, 케이지타워)"
1725,리컴퍼니,3398600241,"전문, 과학 및 기술 서비스업","경상남도 창원시 의창구  용동로83번안길 7 (사림동, 308호,309호)"
1726,태일씨앤티,2138187994,건설업,서울 금천구 가산디지털2로 101 (가산동) 한라원앤원타워B동 17F-1701호
1727,제타럭스시스템,2158763796,정보통신업,"경기 성남시 수정구 창업로 43 (시흥동) 판교 제2테크노밸리 글로벌비즈센터 B동 806호, 807호"
1728,민플래닝,2108179160,"전문, 과학 및 기술 서비스업","서울 금천구 가산디지털1로 168 (가산동, 우림라이온스밸리) 씨동707호"
1729,마루온,3018600590,제조업,충청북도 청주시 청원구 오창읍 두릉유리로 1247 (오창읍)
1730,원진월드와이드,7118700872,제조업,경남 양산시 산막공단북4길 39 127
1731,스마트콘,1208764861,금융 및 보험업,"서울특별시 강남구 가로수길 85 (신사동) 2,3층"
1732,동우팜투테이블,4018106526,제조업,전북 군산시 서수면 동군산로 1095 (주식회사 동우)
1733,씨큐앤비,1088168676,제조업,경기도 군포시 고산로148번길 17 군포아이티밸리 B동 1204호
1734,대호아이앤티,6088177748,제조업,"경상남도 창원시 마산회원구  자유무역3길 211 (양덕동, 표준공장 3호동 5층)"
1735,영창기업,6088184502,제조업,경남 창원시 마산회원구 봉암공단로 59-17 (봉암동)
1736,코맥스,1298101726,제조업,경기 성남시 중원구 둔촌대로 494 (상대원동)
1737,니트머스,1208676472,정보통신업,"서울특별시 영등포구 경인로 725 7층 ((문래동2가, 조양빌딩))"
1738,패숀팩토리,2048602244,제조업,서울특별시 송파구 위례성대로 106-1 (퍼피아빌딩)
1739,매쓰홀릭,1198642991,정보통신업,서울 서초구 서초대로74길 45 (서초동 119-86-42991-0) 12층
1740,시스템베이스,1148169495,"사업시설 관리, 사업 지원 및 임대 서비스업",서울 구로구 디지털로 288 1차 1601호 (구로동)
1741,이유씨엔씨,2408801134,제조업,인천광역시 서구  정서진로 410 (오류동) D동 208호
1742,그라비티네오싸이언,2118666362,정보통신업,서울특별시 마포구 월드컵북로 396 12층 (누리꿈스퀘어 연구개발타워)
1743,다공에스앤티,5728801481,정보통신업,"광주 동구 동계천로 150 (동명동, I-PLEX 광주) 3층 305호"
1744,대교씨엔에스,1128153075,정보통신업,"서울 관악구 보라매로3길 23 (봉천동, 대교타워 7층 대교CNS)"
1745,지니소프트,1628101077,정보통신업,"광주 남구 송암로24번가길 46 4층 411호 (송하동, 광주실감콘텐츠큐브(방송통신시설))"
1746,워로브라더스,4308601183,"전문, 과학 및 기술 서비스업",경기도 하남시  하남대로 947 (풍산동) B동 11층 1115호
1747,비즈니스온커뮤니케이션,2208758882,정보통신업,"서울특별시 강남구 학동로 230 (5층, 6층, 7층)"
1748,세이지리서치,6828800566,정보통신업,"서울특별시 서초구 서초대로40길 49 2,5층 (라이프재단빌딩)"
1749,재담미디어,1058784058,정보통신업,서울 마포구 월드컵로8길 48 (서교동)
1750,다누시스,1078624267,정보통신업,"경기 광명시 하안로 60 (소하동) A동 711,712,713호"
1751,웹젠레드코어,7708701109,정보통신업,경기 성남시 분당구 판교로 242 (삼평동) B동 2층 201호
1752,테크트리이노베이션,3648601299,"전문, 과학 및 기술 서비스업",서울특별시 서초구 반포대로28길 24 2층 (호원빌딩)
1753,신성사,6228106711,제조업,경남 김해시 진영읍 서부로 210 ((주)신성사)
1754,태봉,4098106568,제조업,광주 북구 양일로 159-30 (일곡동)
1755,후루노코리아,6058619083,도매 및 소매업,"부산광역시 동구  중앙대로180번길 16-14 (초량동, 1층,2층,5층)"
1756,관세법인에이원,1218143552,운수 및 창고업,서울특별시 강남구  언주로 703 (논현동) 3층
1757,아토리서치,1078764946,정보통신업,서울특별시 서초구  강남대로43길 6 (서초동) 6층
1758,엠스토리허브,8518100130,정보통신업,서울특별시 금천구  벚꽃로 298 (가산동) 대륭포스트타워6차 708호
1759,센트비,6188800279,금융 및 보험업,부산광역시 해운대구 센텀동로 45 1층 101호
1760,엠아이큐브솔루션,1068638166,정보통신업,서울 서초구 효령로55길 23 동산빌딩 2~5층 (서초동)
1761,라미랩,7878800352,정보통신업,"대전광역시 유성구  대학로 99 (궁동, 충남대학교) 903호"
1762,아이티팩토리,8038601509,정보통신업,대구광역시 중구  공평로 26-20 2층 (삼덕동2가)
1763,아이티엠건축사사무소,2118620779,"전문, 과학 및 기술 서비스업",서울 강남구 선릉로 747 4층 (논현동)
1764,아이템베이,1058644587,정보통신업,서울 양천구 목동중앙북로 112 (목동)
1765,토리든,7608600222,도매 및 소매업,대전광역시 서구  도안북로93번길 10-3 (도안동) 2층
1766,워커스하이,1818102285,도매 및 소매업,"서울 강남구 선릉로 615 2층 (논현동, 썬라이더빌딩)"
1767,그린이엔에스,4098615475,건설업,광주 북구 월동로 28 무등파크1차상가 202호 (두암동)
1768,현대로오텍,4098167906,제조업,광주 북구 첨단벤처소로62번길 20-7 (월출동)
1769,제이브라운,1138689455,제조업,"서울 구로구 디지털로27길 24 3층 310호 (구로동, 벽산디지털밸리)"
1770,태성전기,5138107167,제조업,경북 구미시 3공단3로 46-91 (시미동)
1771,빛채,8878700728,"전문, 과학 및 기술 서비스업","서울특별시 강남구  압구정로 222 (신사동, 비1호)"
1772,아라,7478801275,제조업,충남 아산시 배방읍 호서로79번길 20 411호 (호서대학교 벤처창조융합관)
1773,영진테크,6098134548,제조업,경남 창원시 의창구 창원대로204번길 25 (팔용동)
1774,에이피텍,1348620619,제조업,인천광역시 연수구  벤처로100번길 34 (송도동)
1775,서울엔지니어링,1318101258,제조업,인천 미추홀구 방축로 332 (주안동)
1776,태진,4118144508,제조업,전남 영암군 삼호읍 자유무역로 13 
1777,늘푸른직업재활원,1288209611,제조업,경기도 고양시 덕양구  고골길 100-15 (관산동)
1778,컴윈,1348609759,제조업,경기 화성시 팔탄면 온천로 122-9 
1779,늘푸른자원,6098179263,도매 및 소매업,경남 창원시 의창구 북면 백월로74번기곡길 9 
1780,사람과환경,4188124314,도매 및 소매업,전북 전주시 완산구 안심새길 55 3층 (상림동)
1781,사회복지법인평화의마을,6168213970,보건업 및 사회복지 서비스업,제주 서귀포시 대정읍 중산간서로 2195-12 (평화의마을)
1782,안산의료복지사회적협동조합,1348204659,보건업 및 사회복지 서비스업,"경기 안산시 상록구 예술광장로 31 6층 601호 (월피동, 파크프라자)"
1783,제일산업,5138146971,제조업,경북 칠곡군 지천면 창평로 67-4 
1784,홍애원,1288213643,제조업,경기 고양시 덕양구 보광로106번길 93 (벽제동)
1785,사회복지법인에덴복지재단에덴하우스,1288205876,제조업,경기 파주시 소라지로195번길 47-30 (신촌동)
1786,상개장애인보호작업장,6108209430,제조업,울산광역시 남구  상개로 202-21 (상개동)
1787,농업회사법인콩세알,1378625476,제조업,인천 강화군 양사면 배우개길69번길 27-13 
1788,리맨,2068622042,제조업,경기 포천시 내촌면 금강로 2975-23 
1789,일터,6208124329,"수도, 하수 및 폐기물 처리, 원료 재생업",울산 울주군 언양읍 공촌3길 6-23 
1790,행복한일터,1248216406,"사업시설 관리, 사업 지원 및 임대 서비스업",경기 화성시 남양읍 무하로51번길 34 (무송동)
1791,한국이에이피협회,1068213487,"협회 및 단체, 수리 및 기타 개인 서비스업","서울 중구 수표로 45 1201호 (저동2가, 비즈센터)"
1792,아이티그린,1218144677,제조업,경기도 화성시 서신면 제부로722번길 18 (서신면)
1793,맛디자인,4028184656,제조업,전라북도 전주시 완산구  춘향로 5237 (대성동)
1794,농업회사법인하늘땅,3088130009,제조업,충남 논산시 부적면 남마구평길 96 
1795,한국장애인이워크협회일자리사업장,1048209629,제조업,"서울 금천구 가산디지털2로 114 (가산동,한국전자협동아파트형공장) A동 102호"
1796,대인인더스트리,3058134817,도매 및 소매업,경기도 고양시 덕양구 행주로 98 2층
1797,문화프로덕션도모,2218212638,"예술, 스포츠 및 여가관련 서비스업",강원 춘천시 신동면 풍류1길 34 .
1798,휴먼에듀피아,3078130248,"협회 및 단체, 수리 및 기타 개인 서비스업",세종  조치원읍 새내8길 22-13 101-111(풍산아파트)
1799,행복담은네모,3018604164,제조업,충북 청주시 흥덕구 1순환로614번길 12 (봉명동)
1800,웹와치,1078736173,정보통신업,서울특별시 영등포구 영등포로 143 (에이블허브 6층)
1801,고려진공안전,1278189110,제조업,경기 양주시 백석읍 연곡로 201-2 
1802,세하앤,3048205922,제조업,충북 제천시 의병대로45길 58 (흑석동)
1803,포스플레이트,4168170622,제조업,"전남 광양시 폭포사랑길 20-26 (금호동, 광양제철소)"
1804,소화아람일터,4088214913,보건업 및 사회복지 서비스업,광주 남구 용대로74번길 27 (봉선동)
1805,수성돌봄사회적협동조합,7928200221,보건업 및 사회복지 서비스업,대구 수성구 지범로39길 106 (범물동)
1806,포드림,1288615542,정보통신업,전남 고흥군 고흥읍 고흥만로 1448-345 2층 205호
1807,제너럴바이오,4028176985,제조업,전북 완주군 경천면 대둔산로 540-12 
1808,한터,3148207285,보건업 및 사회복지 서비스업,대전 서구 삼보실길 123 (장안동)
1809,내츄럴엔,2308601166,제조업,경북 영천시 금호읍 금창로 208-60 
1810,청밀,3738600300,도매 및 소매업,"서울특별시 송파구  양재대로 932 (가락동, 업무동9층16,17호)"
1811,두성,1418117271,"사업시설 관리, 사업 지원 및 임대 서비스업","경기도 파주시 문화로 23 (3층, 지하)"
1812,이오에스,7498700673,제조업,"경기도 부천시 도약로 261 (도당동, 부천대우테크노파크) 디동1102호"
1813,행복도시락성남점,1298658850,제조업,경기 성남시 분당구 벌말로 10 목련주공아파트 종합상가 지하1호 (야탑동)
1814,유니월드,5028170734,제조업,대구광역시 동구  화랑로99길 17 (용계동)
1815,두메산골영농조합법인,4028210559,제조업,전북 전주시 완산구 능안자구길 53 (삼천동3가)
1816,사단법인한국장애인문인복지후원회,1048209202,제조업,"서울 중구 서애로5길 15 (필동3가, 호산나빌딩)"
1817,생드르영농조합법인,6168130671,도매 및 소매업,제주 제주시 조천읍 신촌남8길 220-25 
1818,사단법인늘푸름늘푸름보호작업장,1108213787,제조업,"서울특별시 구로구  부일로1나길 38 (온수동, 유림레포츠)"
1819,시흥희망의료복지사회적협동조합,1408202447,보건업 및 사회복지 서비스업,"경기 시흥시 은행로167번길 6 (대야동, 청송빌딩 503호)"
1820,사회적협동조합양지돌봄,3218200091,보건업 및 사회복지 서비스업,경기 안산시 단원구 인현중앙길 29 (고잔동) 상가건물 제사동 203-2호
1821,나눔과섬김,5088116102,도매 및 소매업,경북 안동시 풍산읍 지풍로 1846-8 가톨릭농민회관내
1822,드림앤첼린지,3128603786,부동산업,충청남도 천안시 서북구  월봉로 48-0 (쌍용동) 나사렛대학교 3층 301호
1823,공감만세,3058610687,"사업시설 관리, 사업 지원 및 임대 서비스업","서울 용산구 원효로90길 11 업무동 11층 (원효로1가, 용산 더프라임)"
1824,농업회사법인홍성유기농,3108118309,도매 및 소매업,충남 홍성군 장곡면 장곡길 628 
1825,나눔환경,1298654403,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도 성남시 중원구 성남동 (성남동) 2553 202호
1826,합자회사에스엠에코,2288100548,"수도, 하수 및 폐기물 처리, 원료 재생업",강원도 태백시  싸리밭길 50 (화전동)
1827,농업회사법인올빛,6118118051,제조업,경상남도 거창군 남상면 홍덕길 41 (남상면)
1828,니스,3118140973,교육 서비스업,충남 예산군 대흥면 신속대야로 158
1829,스포이즘,1218605174,"예술, 스포츠 및 여가관련 서비스업",인천광역시 연수구 센트럴로 313 2116호 (송도씨워크인테라스한라 B동)
1830,국민종합주택관리-평화영무예다음관리사무소,4188131760,부동산업,"전라북도 전주시 완산구  구이로 2065 (평화동2가, 평화영무예다음관리사무소)"
1831,재단법인행복그린넷,1258211175,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도 안성시 공도읍 기업단지로 264 
1832,돌봄사회서비스센타,5088131568,보건업 및 사회복지 서비스업,경상북도 안동시  안기1길 48 (안기동)
1833,거름,3178136841,"전문, 과학 및 기술 서비스업","충청북도 청주시 상당구  산성로116번길 18 (용담동, M-PLUS) 7층 702호"
1834,드림장애인보호작업장,1178205105,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시 양천구 지양로 7 (202호)
1835,재단법인행복아이씨티,1298212399,정보통신업,서울특별시 성동구  성수일로6길 33 (성수동2가) 1층 및 2층
1836,두레,1298655455,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도 성남시 분당구  궁내로7번길 13 (궁내동) 201호
1837,인스케어코어,2178131866,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시 강남구  선릉로119길 26 (논현동) 2층
1838,구츠,2178123615,제조업,경기 양주시 율정로247번길 79-6 (율정동)
1839,케이이비엠,1108172509,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시 은평구  응암로 369-1 (녹번동) 2층
1840, 디엔에스사회적기업,1298158613,"사업시설 관리, 사업 지원 및 임대 서비스업","경기 성남시 중원구 성남대로 1115 801호 (성남동, 모란시티)"
1841,하얀세상,1428154681,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도 용인시 처인구 유림동 (유방동) 468-15
1842,사회복지법인에덴복지재단형원,1418202697,제조업,경기 파주시 소라지로195번길 47-20 (신촌동)
1843,에코맘의산골이유식농업회사법인,6138164930,제조업,경상남도 하동군 악양면 정서길 199-8 
1844,협동조합농부장터,5048610208,도매 및 소매업,대구광역시 북구  학정로 137-0 (태전동)
1845,복사꽃사람들,3058609934,제조업,대전 동구 대전로867번길 46 2층 (삼성동)
1846,케이디텍,2148860866,정보통신업,"서울 영등포구  영등포로5길 19 (양평동2가, 동아프라임밸리) 901~903호"
1847,중앙기업,1298118076,"수도, 하수 및 폐기물 처리, 원료 재생업",경기 성남시 중원구 둔촌대로 244-2 5층 (하대원동)
1848,좋은아침,6088196221,제조업,경상남도 함안군 칠원면 용정1길 18 (칠원면)
1849,에스이임파워사회적협동조합,2208210281,"전문, 과학 및 기술 서비스업",서울특별시 구로구 신도림로13길 51 
