연번,사업자명,사업자등록번호,업종명(대분류),소재지
7789,웨보노믹스,5088108034,정보통신업,"경북 안동시 풍천면 천년숲서로 7-19 201호ㅡ202호,203호(화인비즈니스타운)"
7790,덕유,6098607968,제조업,경상남도 창원시 성산구  웅남로 502 (성산동)
7791,일신테크놀로지,1338121959,제조업,경기 화성시 팔탄면 3.1만세로 641-30 
7792,신풍산기,6158160639,제조업,경상남도 김해시 서김해산단로 108 
7793,씨엠에스,1238628853,제조업,"경기도 군포시  군포첨단산업2로 81 (부곡동, (주)씨엠에스 군포공장)"
7794,유니언테크,1248686216,제조업,경기 화성시 향남읍 갈천웃말길 15 
7795,옵틱라인즈,1308637234,제조업,인천광역시 서구 사렴로31번길 21 ((경서동))
7796,매직타운,5048133429,제조업,대구 북구 침산로67길 11 (침산동)
7797,주토스,1388141659,정보통신업,"경기도 안양시 동안구  엘에스로116번길 118 (호계동, 안양2차 SK V1 center) 403-407호"
7798,퓨어스피어,3148602027,제조업,충남 논산시 은진면 동산산업단지로 123-7 ((주)퓨어스피어)
7799,에스제이프로텍,5038198716,제조업,대구광역시 달서구  성서공단로 144 (월암동)
7800,이지스코,1248669255,제조업,경기도 화성시 정남면 만년로98번길 124-21 (정남면)
7801,제이앤이,1208154599,제조업,경기도 성남시 분당구 야탑3동(야탑동) 150번지 A동 6층 610호
7802,한화미,1118123734,제조업,서울 은평구 통일로 780 미성상가 2층 3호 (불광동)
7803,오토콘시스템,1358625539,제조업,"경기도 용인시 기흥구  동백중앙로16번길 16-4 (중동, 에이스동백타워 1동 1501~5호)"
7804,일심알맥스,1248136822,제조업,경기 화성시 팔탄면 서해로 1286-5 
7805,참그로농업회사법인,3108118314,제조업,충남 홍성군 광천읍 광천로430번길 41-86 광천산업단지내
7806,쌍용스텐,1108702117,제조업,경기 남양주시 화도읍 재재기로71번길 106-47 1층(차산리)
7807,경인유공압,1078779338,제조업,경기도 김포시 대곶면 대곶북로68번길 12 (대곶면)
7808,성진일렉트론,6068163501,제조업,경남 김해시 삼안로52번길 21 (지내동)
7809,케이에스메탈,1418127177,제조업,경기도 파주시 월롱산로61-40 (야동동)
7810,미래로택,1308651686,제조업,"경기 부천시 원미구 도약로 261 (도당동, 부천대우테크노파크 A동 504호)"
7811,한국플렉스,1348660154,제조업,"경기도 안산시 단원구  범지기로 66 (원시동, 반월공단4블럭4롯트)"
7812,엔에스이,3148620423,"전문, 과학 및 기술 서비스업","대전 유성구 가정로 218 (가정동, 한국전자통신연구원 융합기술연구센터 508호)"
7813,양지,6218161079,제조업,울산시 울주군 웅촌면(웅촌면) 은현리 14번지
7814,티오엠에스,6138157614,제조업,"경상남도 사천시 사남면 방지로 80 (사남면, 행정동) 206호"
7815,한국시스템아트,1328199906,제조업,경기 남양주시 화도읍 수레로964번길 16 (주)한국시스템아트
7816,현대모터산업,1408117910,도매 및 소매업,경기도 시흥시  옥구천동로 120 (정왕동) 3층
7817,아이엔지글로벌,5058160327,제조업,경북 경주시 외동읍 문산2산단4로 19 
7818,제일테크,3078125347,제조업,세종 소정면 매실로 190 
7819,동일테크,1238160799,제조업,경기 수원시 영통구 매영로269번길 39 (영통동)
7820,에스씨엘,3058118398,도매 및 소매업,대전 서구 계룡로 371 (갈마동)
7821,대호기업,1318639050,제조업,"인천광역시 남동구  함박뫼로 322 (논현동, 남동공단18블럭10롯트)"
7822,켐톤,1348652353,제조업,"경기도 안산시 단원구  광덕2로 50-3 (초지동, 자이언트큐브안산센터) 322호"
7823,아쿠아픽,1208666974,도매 및 소매업,서울특별시 금천구  가산디지털1로 171 (가산동) 가산에스케이브이원센터 1동 20층 2001호
7824,와치캠,1308674020,제조업,경기도 부천시  석천로 397 (삼정동) 201동 704호
7825,에스테르,1318625425,제조업,인천광역시 남동구  남동서로270번길 54 (논현동)
7826,아울시스템즈,1058735746,정보통신업,서울특별시 영등포구  경인로 775 (문래동3가) 1동 8층 809호
7827,우리식품,1258179542,제조업,경기 안성시 대덕면 안성맞춤대로 1543-3 
7828,나우시스템,1138636870,제조업,서울특별시 금천구  가산디지털2로 53 (가산동) 한라시그마밸리 9층 912호
7829,종합해사,6018108293,제조업,부산 영도구  남항남로 22 (남항동3가)
7830,일신케미칼,6458100874,제조업,충남 당진시 정미면 상구실로 133 (일신케미칼)
7831,한국투엠,1308647052,제조업,"광주광역시 북구  첨단과기로208번길 17-22 (오룡동, 광주디지털미디어시티 제주1동) 102호"
7832,메드믹스,2208792575,제조업,"인천 연수구 송도미래로 30 비동 311,707호 (송도동, 송도 BRC 스마트밸리 지식산업센터)"
7833,신우화학공업,1378102634,제조업,인천광역시 서구  도담5로 39 (오류동)
7834,한국광학기술,4108685364,제조업,"광주광역시 북구  첨단과기로 333 (대촌동, 광주테크노파크) 310호"
7835,성진테크,6158114213,제조업,경남 김해시 진영읍 서부로179번길 39-86 ((주)성진테크)
7836,프린파크,2018625350,"전문, 과학 및 기술 서비스업","서울 중구 충무로 22 ,4층 (인현동1가)"
7837,호성디엠에스,1438113607,제조업,경기도 화성시 팔탄면 온천로165번길 31-72 (팔탄면)
7838,아이씨이아이우방,6218100107,제조업,경남 양산시 유산공단4길 28 (유산동)
7839,정우유압,5048196967,제조업,대구 북구  검단동로 17-7 (검단동)
7840,대원농산,3018165448,제조업,충북 괴산군 청안면 질마로불당재길 24 ((주)대원농산)
7841,진솔루션,1248682428,제조업,경기도 화성시 동탄면 동탄산단7길 98-38 (동탄면)
7842,선일로에스,5148164220,제조업,대구 달성군 논공읍 비슬로361길 69 
7843,대명티에스,6208138478,제조업,울산광역시 남구 테크노산업로29번길 172 
7844,유시스,6178160090,정보통신업,"부산 해운대구 센텀북대로 60 (재송동) 센텀아이에스타워 1006, 1007호"
7845,한솔아이엠비,5038198278,제조업,대구광역시 서구 국채보상로 100 
7846,씰앤팩,1268653706,제조업,경기도 이천시 대월면(대월면) 초지리 733번지 3호
7847,이투온,1208619428,정보통신업,서울특별시 영등포구 여의나루로 77-1 3층 301호
7848,대신건기산업,1338137674,제조업,"경기 시흥시 엠티브이북로 89 (정왕동, 시화공단 1사 908)"
7849,코리아이피디,1098621835,제조업,경기도 김포시 양촌읍 황금로89번길127 (2동105-1호)
7850,서륭정밀금속,6158174958,제조업,경남 김해시 한림면 한림로365번안길 40 ((주)서륭정밀금속)
7851,태성자동문,1088160295,제조업,경기 광명시 사들로68번길 17 (노온사동)
7852,엔아이티,3128177191,제조업,충남 천안시 서북구 천안대로 1346-36 H동사무동 1층 (신당동)
7853,세종냉동산업,1231682252,제조업,경기도 오산시  외삼미로15번길 92-19 (외삼미동)
7854,제노임펙트,2118709238,정보통신업,"서울 성동구 아차산로17길 48 1동 1012호 (성수동2가, 성수 SK V1 CENTER I)"
7855,아성,1358636905,제조업,경기 오산시 가장산업서북로 56 (가장동)
7856,대교에이스,1248632990,제조업,세종특별자치시  소정면 소정산단동로 27 
7857,케이엔디이,6068189777,"전문, 과학 및 기술 서비스업",부산 강서구 녹산산단261로14번길 45-23 (송정동)
7858,백광이엔지,1408119413,제조업,"경기 안산시 단원구 번영로 30 (성곡동, 시화공단 4바 601호)"
7859,보고텍,1238607085,"사업시설 관리, 사업 지원 및 임대 서비스업",경기 군포시 경수대로 455 한솔테크노타운 102호 (당정동)
7860,한신산업,5148121838,건설업,경상북도 경산시 와촌면 새터길 96 
7861,유림특수화학,1238146521,제조업,경기도 화성시 서신면 전곡산단9길 30 
7862,에이엠티,5138150679,제조업,경기 화성시 정남면 제기길 144 외6필지
7863,플로원,1148638599,도매 및 소매업,"서울 서초구 사평대로20길 7 (반포동, 태한빌딩) 202호"
7864,부흥정밀,1138123948,제조업,인천 남동구 남동대로 398 남동공단 33블럭 12롯트 (남촌동)
7865,신일팜글라스,3078106812,제조업,충남 공주시 공단길 75 (검상동)
7866,코셈,3148190680,제조업,대전 유성구 테크노2로 199 1차 201 (용산동)
7867,한양몰드,1248159470,제조업,경기 화성시 동탄기흥로 105 
7868,주)그린환경,4048114909,"수도, 하수 및 폐기물 처리, 원료 재생업",전북 정읍시 덕천면 천월길 167 
7869,송림기업,1278189309,제조업,경기도 포천시 가산면 금현경제로 15 
7870,소비코프로페셔널,1228601962,제조업,경기 양주시 백석읍 권율로1203번길 39-33 
7871,인우시스템,1188110491,제조업,경기도 시흥시  매화산단1길 36 (도창동)
7872,천궁의료기,2248137359,제조업,강원 원주시 흥업면 승안동길 55 
7873,로드파워,1318626351,제조업,인천광역시 계양구  아나지로 546-2 (서운동)
7874,창신산업개발,5068124019,제조업,경상북도 포항시 북구 흥해읍 용금길11번길 9 (흥해읍)
7875,한즈모트롤,1338123957,제조업,"경기 시흥시 협력로 241 (정왕동,시화공단1나304호)"
7876,독트라,1398108333,제조업,인천광역시 남동구 남동동로33번길 35 
7877,한국해양개발,1068120093,도매 및 소매업,"부산 동구 중앙대로 502 (범일동, 코드코빌딩)"
7878,지에스엠메탈,1378179579,제조업,인천광역시 서구 파랑로466번길 70 
7879,비앤에이치코스메틱,2148847878,도매 및 소매업,"서울특별시 강남구 논현로 731 (논현동, 키드코빌딩)"
7880,한미유압기계,6068122403,제조업,부산광역시 사상구  낙동대로1420번길 24 (삼락동)
7881,대성자동포장기계,1308123720,제조업,"인천광역시 계양구  봉오대로894번길 48-19 (서운동, (주)대성자동포장기계)"
7882,새롬에프에스,3128164167,제조업,충청남도 천안시 서북구 성환읍 율금3길 61 (성환읍)
7883,라이언앤코,2208780763,"전문, 과학 및 기술 서비스업","서울 강남구  삼성로 434 (대치동, 비케이타워3층)"
7884,대동이엔지,1288654152,제조업,경기도 파주시 탄현면 검산로361번길 9 
7885,태정,3128671187,제조업,충청남도 아산시 둔포면 봉신로258-62 
7886,엔에스엠,1248703115,제조업,경기도 화성시 장안면 무봉길 166-67 (장안면)
7887,두레,2158171732,제조업,경기 이천시 호법면 이섭대천로 759-17 (호법면)
7888,에스씨엘,1398125123,제조업,인천 남동구 능허대로 657 남동공단 139B-11L (고잔동)
7889,아이에스엘계기,6098185111,제조업,경남 창원시 의창구  차상로8번길 18 (팔용동)
7890,페이퍼월드,1198132066,제조업,경기 평택시 월곡길 23-27 (월곡동)
7891,에프엠,3138128107,제조업,충남 보령시 대해로 425-34 (요암동)
7892,동신금속,5038194608,제조업,경북 고령군 다산면 다산산단로 260 
7893,이삭,6128136159,"전문, 과학 및 기술 서비스업",경상남도 거제시  옥포대첩로 53 (옥포동) 대봉빌딩 2층 201호
7894,포윈,1388159881,제조업,"경기도 군포시  고산로148번길 17 (당정동, 군포IT밸리) B동 213호"
7895,블루폼,1298610254,제조업,충북 음성군 삼성면 대성로 547 117-74
7896,성호전자,6098190822,제조업,경상남도 창원시 성산구  완암로 153 (내동)
7897,플렉싱크,6168178087,정보통신업,제주특별자치도 제주시  첨단로 213-3 (영평동) (JDC스마트빌딩) 3층 318호
7898,매그넘빈트,2208800636,정보통신업,"서울 강남구 강남대로132길 55 2층 (논현동, 엠브이타워)"
7899,유엠,1388133616,제조업,경기도 군포시  당정로 25 (당정동)
7900,고도초음파,5034181276,제조업,대구광역시 북구  노원동로 19 (노원동3가)
7901,미래인더스트리,5108123019,제조업,경상북도 김천시 어모면 산업단지6로 52 (어모면)
7902,에스엠메탈,6208136524,제조업,경상북도 경주시 외동읍 모화산단길 24-7 (외동읍)
7903,대산지오텍,1248728076,제조업,경기도 화성시 정남면 정남산단로 118 (정남면)
7904,라이언게임즈,2118862598,정보통신업,"서울 강남구 테헤란로79길 6 13층 (삼성동, 제이에스타워)"
7905,휴먼씨앤디,1268629943,제조업,경기도 이천시 대월면 대장로 187-16 (대월면)
7906,티엔티리써치,1388148176,도매 및 소매업,전라북도 전주시 덕진구  원장동길 102-0 (장동)
7907,톨리코리아부천지점,1308624990,도매 및 소매업,"경기 부천시 원미구 옥산로213번길 60 (도당동, (주) 톨리코리아)"
7908,에이치엔피,2018194129,제조업,"경기 하남시 조정대로 150 934호 (덕풍동, 아이테코)"
7909,삼진프라스틱공업,1278165665,제조업,경기 포천시 가산면 시우동길 184 
7910,동인테크,1300813985,제조업,경기도 화성시 송산면 당성로 520-12 (송산면)
7911,신화에프엠,6158169760,제조업,경남 김해시 생림면 인제로 645-1 
7912,동광특수고무,3868800862,제조업,"경기도 안양시 동안구  안양천동로 82-4 (호계동, 포엔사)"
7913,에이엠시스템,3148625393,제조업,대전 유성구 가정북로 96 대전광역시중소기업종합지원센터 405호 (장동)
7914,더열심히,1208725140,금융 및 보험업,"서울특별시 강남구  봉은사로5길 6 (논현동, 코너빌딩) 1층"
7915,디엠씨,1348713129,제조업,경기도 수원시 권선구  산업로155번길 280-46 (고색동)
7916,동림티엔에스,2158622444,"전문, 과학 및 기술 서비스업",울산 남구 월평로48번길 17-1 5층 (신정동)
7917,대영스틸산업,4108624260,제조업,전남 장성군 동화면 연산로 149 
7918,스윙크,1108180940,정보통신업,서울특별시 마포구 매봉산로 37 1304호 (DMC산학협력연구센터)
7919,비비엠씨,1208657607,정보통신업,서울특별시 성동구 성수일로 111 5층 515호
7920,한국에스지티,1078669793,"전문, 과학 및 기술 서비스업",경기도 광명시 철산로 11 5층 가2호
7921,뷰시에스,1298614527,정보통신업,"서울 금천구 서부샛길 606 A동 1701호 (가산동, 대성디폴리스)"
7922,데크카본,4188148878,제조업,전라북도 전주시 덕진구 운암로30 (팔복동2가)
7923,한경정보기술,1388166311,정보통신업,서울특별시 구로구  디지털로34길 55 (구로동) 코오롱싸이언스밸리2차 7층 715호
7924,우정메카트로닉스,1388165990,제조업,경기 수원시 권선구 산업로155번길 77 (고색동)
7925,동일수지,1318155851,제조업,강원 원주시 문막읍 문막공단길 95 
7926,대일매스램,1378112281,제조업,인천광역시 서구 중봉대로198번길 43 
7927,한신콘덴서,1268122547,제조업,경기 하남시 대성로 6 (하사창동)
7928,목양산업,1298641169,제조업,경기 광주시 장지9길 42-12 (장지동)
7929,씨스존,2158754394,도매 및 소매업,서울특별시 송파구  중대로25길 3-16 (오금동) 5층
