연번,회사명,대표자명,업종,지역,확인서기간만료일
9116,신우코스텍 ,변우홍,기계금속,경기,2025-10-16
9117,우리젠,고상원,S/W,인천,2025-10-16
9118,이엠테크,김현숙,환경,인천,2025-10-16
9119, 우진쿼터스,김시년,기계금속,인천,2025-10-16
9120, 코비코코리아,연재화,건설,인천,2025-10-16
9121,아이비디랩,윤현철,바이오,경기,2025-10-16
9122,금영메탈,김두연,기계금속,부산,2025-10-17
9123,티젠소프트,고훈호,S/W,서울,2025-10-17
9124,대동금속공업사,박모세,기계금속,부산,2025-10-17
9125, 풍강,김진용,기계금속,경기,2025-10-17
9126,신명이노텍,문근식,기타,경기,2025-10-17
9127,아산,"김예경,조순제(각자대표)",기계금속,경기,2025-10-17
9128,영일카디오넷 ,이운선,기타,인천,2025-10-17
9129,중원사격장비,김기홍,전기전자,경기,2025-10-17
9130, 디와이씨,민창훈,기계금속,경기,2025-10-17
9131,대청,차희진,섬유,대구,2025-10-17
9132,영암산업,조재복,기계금속,경기,2025-10-17
9133,오리엔탈드림,함도윤,전기전자,충북,2025-10-17
9134,팩테크,"이상석,최종묵(각자대표)",전기전자,경기,2025-10-17
9135,한강엔지니어링,최종혁,기계금속,경기,2025-10-17
9136,한보엔지니어링,김영락,건설,대구,2025-10-17
9137,다모아산업,홍수경,기계금속,경기,2025-10-17
9138,대진휀스,김태오,기타,경기,2025-10-17
9139,동서메탈 ,조경호,기계금속,충남,2025-10-17
9140,제아정보통신,이남기,정보통신,경기,2025-10-17
9141,태창엔이티,지인호,전기전자,경기,2025-10-17
9142,으뜸정보기술,옥상경,S/W,광주,2025-10-18
9143,이에프씨,박형석,기계금속,전남,2025-10-18
9144,농업회사법인홍성풀무,박종권,식품,충남,2025-10-18
9145, 우리원테크,김찬욱,기타,광주,2025-10-18
9146, 천운건설,박은,전기전자,전남,2025-10-18
9147, 화인,이병갑,기타,경남,2025-10-18
9148,신진에스엠,"김은식,김은주(각자대표)",기계금속,전북,2025-10-18
9149,코스메랩,박진영,화학,서울,2025-10-18
9150,조일기업,김봉수,기계금속,부산,2025-10-18
9151,하나정보기술,김진태,정보통신,인천,2025-10-18
9152,라온에스,함승원,전기전자,경기,2025-10-19
9153,국제체인,장연화,기계금속,경기,2025-10-19
9154,동보텍스케어코리아,허정,섬유,서울,2025-10-19
9155,씨아이테크,이준호 전용승,기계금속,부산,2025-10-19
9156,아이티인 ,손용수,정보통신,경기,2025-10-19
9157,예성철강,이봉호,기계금속,부산,2025-10-19
9158,오디오가이,최정훈,기타,서울,2025-10-19
9159, 한울씨앤비,김윤옥,건설,서울,2025-10-19
9160,가인지캠퍼스,김경민,서비스,서울,2025-10-19
9161,그렇게하자,방지민,서비스,서울,2025-10-19
9162,대웅이티,전희충,기계금속,부산,2025-10-19
9163,리얼코코글로벌,김정훈,섬유,부산,2025-10-19
9164,웨이팅리스트,권우전,정보통신,서울,2025-10-19
9165, 비알코스,이승락,바이오,인천,2025-10-19
9166,세민기공,오세열,건설,경기,2025-10-19
9167,유림정보시스템,심현보,S/W,충남,2025-10-19
9168, 테크피아,정명재,화학,충북,2025-10-19
9169,한국과학모형,박형규,기타,부산,2025-10-19
9170,화인정보기술,이상헌,정보통신,부산,2025-10-19
9171, 넥스트젠,황정훈,전기전자,충남,2025-10-20
9172,한성기계,우동철,기계금속,경남,2025-10-20
9173,무브인터렉티브,김동성,S/W,서울,2025-10-20
9174,비에이코리아 ,최원규,서비스,서울,2025-10-20
9175, 엔에프에이,"임영빈, 신용관",기타,서울,2025-10-20
9176,에듀토셀,오승연,S/W,서울,2025-10-20
9177,에스알디코리아,오정애,건설,경북,2025-10-20
9178,재영테크,김영환,기계금속,경북,2025-10-20
9179, 온페이스에스디씨,최상일,전기전자,경북,2025-10-20
9180,진보위드,유성종,기타,경기,2025-10-20
9181,한미이엔지,허수범,기계금속,충남,2025-10-20
9182,한솔엘엠시스템,하준호,기계금속,경기,2025-10-20
9183,좋은 영농조합법인,이기선,식품,전남,2025-10-20
9184,팔미금속공업,김옥현,기계금속,경남,2025-10-20
9185,썬팩,김현태,기타,경기,2025-10-21
9186,쓰리아이씨,이동윤,정보통신,경기,2025-10-21
9187,고려웍스 ,김영일,전기전자,경기,2025-10-21
9188, 청진,곽근성,기계금속,전남,2025-10-21
9189,씨드젠,김휘영,정보통신,서울,2025-10-21
9190,영산홍어,강건희,식품,전남,2025-10-21
9191, 서전일렉스,이연,정보통신,경남,2025-10-21
9192,한국콘크리트산업,박용선,기타,경기,2025-10-21
9193,우암건설,고원준,건설,인천,2025-10-21
9194,케이앤케이엔지니어링,조기영,기계금속,경기,2025-10-21
9195,에프에스솔루션,이윤기,S/W,경기,2025-10-22
9196, 더여운,정순희,기타,서울,2025-10-22
9197, 디엠에이씨인터내셔널,송응석,전기전자,서울,2025-10-22
9198,이노티스,하대식,기타,부산,2025-10-22
9199,위드닉스,노만응,전기전자,경기,2025-10-22
9200,제이에스기술,유재형,건설,경기,2025-10-22
9201,인텔리안테크놀로지스,성상엽,정보통신,경기,2025-10-22
9202,황성공업,윤이경,기타,전북,2025-10-22
9203,세흥에스피,최창수,기타,대구,2025-10-23
9204,씨스코,최영주,기계금속,대구,2025-10-23
9205,켐텍솔루션,전우용,화학,경기,2025-10-23
9206,동해명주,양민호,식품,경북,2025-10-23
9207,마이크로컴퍼지트,최돈철,전기전자,경기,2025-10-23
9208,서주스틸,임문택,기계금속,전북,2025-10-23
9209, 디엠디센터,박윤규,건설,경기,2025-10-23
9210,문식품,문동철,식품,경기,2025-10-23
9211,유엑스팩토리,박준영,전기전자,경기,2025-10-23
9212,마이웰에프앤에프,박문수,서비스,경기,2025-10-23
9213,상원정공,하동원,기타,충남,2025-10-23
9214,성진하이텍,박춘오,바이오,경기,2025-10-23
9215,에스알커머스,전윤구,전기전자,경기,2025-10-23
9216,하이텍코리아,"함수남, 이승원",건설,서울,2025-10-23
9217,홍선,신주식,식품,경기,2025-10-23
9218, 공영엔지니어링,이경원,기계금속,충북,2025-10-23
9219, 벨로크,이정현,정보통신,울산,2025-10-23
9220,에스에이치티,김수형,기계금속,경기,2025-10-23
9221,티아이에스,박태오,전기전자,경기,2025-10-23
9222,송림,오정재,건설,전남,2025-10-23
9223,에이치에스에스,김기형,서비스,서울,2025-10-23
9224,옵토닉스,"이용범,이영우",전기전자,광주,2025-10-23
9225,협성사,최금선,전기전자,경남,2025-10-23
9226,새빗켐,박민규,화학,경북,2025-10-23
9227,에이스이노테크,정근섭,기계금속,경북,2025-10-23
9228,우강정밀,김종준,기계금속,대구,2025-10-23
9229,일신프라스틱,전동근,화학,대구,2025-10-23
9230,일신화학,이경희,화학,경북,2025-10-23
9231,고산,이병진,기타,충남,2025-10-24
9232,세광플러스,임혜주,전기전자,전남,2025-10-24
9233,에이팀벤처스,고산,S/W,서울,2025-10-24
9234,이호건업,이영란,건설,서울,2025-10-24
9235,성우파일,김용길,기타,충북,2025-10-24
9236, 도서출판점자,김동복,기타,서울,2025-10-24
9237, 엔토리,강일남,S/W,서울,2025-10-24
9238, 케어비즈,문형윤,정보통신,서울,2025-10-24
9239,라피끄,이범주,바이오,충남,2025-10-24
9240,에스엠시스템즈,이승환,정보통신,서울,2025-10-24
9241,대양하이테크,강재순,화학,경기,2025-10-24
9242,스피드랙,"민병오,민효기",기타,경기,2025-10-24
9243,와이즈넛,강용성,S/W,경기,2025-10-24
9244,우림데이타,이상진,S/W,서울,2025-10-24
9245,극동중전기,이흥노,전기전자,경기,2025-10-24
9246,농업회사법인 써니빌 ,송영철,식품,충남,2025-10-24
9247,스미코,이정상,기계금속,부산,2025-10-24
9248,경진티알엠,"최병화, 김재길",기계금속,경기,2025-10-24
9249,심플라인,양경철,기타,경기,2025-10-24
9250,유니모테크놀로지,정진현,전기전자,서울,2025-10-24
9251,에니아소프트,곽범규,S/W,충북,2025-10-24
9252,코텍,오경아,전기전자,경기,2025-10-24
9253,다래월드,이정옥,화학,경기,2025-10-24
9254,보성초음파산업,김승원,기계금속,경기,2025-10-24
9255,에이피엠엔지니어링,윤관훈,환경,경기,2025-10-24
9256,에코앤드림,김민용,환경,충북,2025-10-24
9257,제일지티,조택봉,기계금속,경기,2025-10-24
9258,포미트,강기수,S/W,부산,2025-10-24
9259,동우아펙스산업,이진견,전기전자,서울,2025-10-24
9260,정화이엠에스 ,정규화,화학,대구,2025-10-24
9261, 제이앤씨,배천배,기계금속,경기,2025-10-24
9262, 파텍스,"김무웅,김창식(각자대표)",섬유,경기,2025-10-24
9263,에스엔,송수준,전기전자,대전,2025-10-25
9264,다온기술,박근택,서비스,부산,2025-10-25
9265,세신인더스트리,박신우,화학,부산,2025-10-25
9266,와이비엔지니어링,김건웅,환경,부산,2025-10-25
9267,케이에스이씨 ,김광석,정보통신,충북,2025-10-25
9268,아이티씨,문정상,기타,부산,2025-10-25
9269,이노솔루텍,김영일,S/W,대전,2025-10-25
9270, 뉴원,원상연,기타,강원,2025-10-25
9271,이씨텍,한재호,화학,인천,2025-10-25
9272,에스아이씨,이경권,화학,인천,2025-10-25
9273,원더정보,김현철,정보통신,강원,2025-10-25
9274,지이티-피씨,임상혁,건설,경북,2025-10-25
9275, 코만,"김욱,김덕우(각자)",기계금속,경남,2025-10-25
9276,레듀텍,최성규,S/W,경기,2025-10-26
9277,성심씨앤엠,배지환,건설,경기,2025-10-26
9278,엔아이티코리아,전소영,환경,경기,2025-10-26
9279,진성기계,이규천,기계금속,경기,2025-10-26
9280,동화프라임,박해덕,기계금속,경기,2025-10-26
9281,씨케이테크코리아,이철규,기타,경기,2025-10-26
9282,엘케이글로벌컴퍼니,이원형,전기전자,경기,2025-10-26
9283,위미르,김영주,S/W,경남,2025-10-26
9284, 예스윌,백현종,기타,경기,2025-10-26
9285, 하나비앤티,김병수,기계금속,경기,2025-10-26
9286,비투비,김길호,전기전자,경기,2025-10-26
9287,엠에스티,조영주,기계금속,경남,2025-10-26
9288,프로시스템,이병영,기계금속,경기,2025-10-26
9289,HK테크,임무현,기계금속,경남,2025-10-26
9290,비.엘.아이,서경아,전기전자,경기,2025-10-26
9291,삼천산업,"최원석,최영철(각자)",전기전자,경남,2025-10-26
9292,이호기술단,김덕선,서비스,부산,2025-10-26
9293,하나로코튼,한춘자,섬유,충남,2025-10-26
9294, 이노팩토리,유봉춘,S/W,서울,2025-10-26
9295,액션테크,이학면,정보통신,경기,2025-10-26
9296,케이앤피,박복용,전기전자,경북,2025-10-26
9297,삼우금형,강옥수,기계금속,경기,2025-10-26
9298,씨더블유소방산업 ,김진영,기타,충북,2025-10-27
9299,신영티아이,조주상,정보통신,경남,2025-10-27
9300,부린,강흥식,기타,경북,2025-10-27
9301, 해피전자,심상준,정보통신,인천,2025-10-27
9302,백광정밀,김성태,전기전자,경기,2025-10-27
9303,이파피루스,김정희,S/W,경기,2025-10-27
9304,지노아이앤티,최진호,전기전자,충남,2025-10-27
9305, 엠오에스,정진관.정세영,화학,경기,2025-10-27
9306,삼연엔지니어링,"유재윤,유현종(각자대표)",기타,경기,2025-10-27
9307,아이토크콘트롤즈,엄세용,전기전자,경기,2025-10-27
9308,다원메디컬,임금빈,기타,경기,2025-10-28
9309,대한인스트루먼트,송승준,기계금속,경기,2025-10-28
9310,브로던,김연은,전기전자,경기,2025-10-28
9311,삼산에스엘씨,이경재,화학,경기,2025-10-28
9312,에이에프티,김계홍,환경,경기,2025-10-28
9313,디랙스,유선경,기타,경기,2025-10-28
9314,광원메디텍,박상일,전기전자,부산,2025-10-28
9315,온라인투어,박혜원,서비스,서울,2025-10-28
9316,용광후렉시블공업,이미호,기계금속,인천,2025-10-28
9317,에너지파트너즈,이찬희,전기전자,서울,2025-10-29
9318,이레에이티,정춘식,화학,충남,2025-10-29
9319, 써치엠,박규태,서비스,서울,2025-10-29
9320, 엔코아네트웍스,장상용,화학,울산,2025-10-29
9321, 투게더앱스,이시형,S/W,서울,2025-10-29
9322,이로텍스,이성우,섬유,대구,2025-10-29
9323, 인포트롤테크놀러지,김원호,S/W,서울,2025-10-29
9324,와풀,송봉주,기계금속,경기,2025-10-30
9325,바이플레이,유지혜,기타,서울,2025-10-30
9326, 씨티에스,이동관,전기전자,충북,2025-10-30
9327, 제이케이알루미늄,김명규,기타,경기,2025-10-30
9328, 크로커스,LIM DANIEL JESUPH,전기전자,서울,2025-10-30
9329,노티플러스,이영재,정보통신,서울,2025-10-30
9330,스몰머신즈,최준규,바이오,서울,2025-10-30
9331,올데이티,신은총,식품,경기,2025-10-30
9332,티앤엠테크,황의석,S/W,서울,2025-10-30
9333,퓨어텍코리아,배승룡,기계금속,서울,2025-10-30
9334,삼미레이저,조형근,기계금속,경기,2025-10-30
9335,심플에프앤비,박병진,식품,경기,2025-10-30
9336,아이티지,김금태,정보통신,경기,2025-10-30
9337,대운프라스틱,임동옥,화학,전남,2025-10-30
9338, 엘에이티,박강일,전기전자,경기,2025-10-30
9339, 짱죽,서동교,식품,전남,2025-10-30
9340,리번드,임성일,S/W,서울,2025-10-30
9341,썬에이치에스티,이진용,전기전자,울산,2025-10-30
9342,현대산업,문종선,기타,경북,2025-10-30
9343,제너텍,"노규동,노영현(각자)",건설,부산,2025-10-30
9344,천가게,권오면,기타,대구,2025-10-30
9345,대원기전,김인대,전기전자,경남,2025-10-30
9346,성경,천상용,기계금속,경남,2025-10-30
9347,앤앤에스피,김일용,S/W,서울,2025-10-30
9348,인하씨엔티,김명희,S/W,경남,2025-10-30
9349,제일피엠씨,"권순욱, 정춘국(각자)",기계금속,부산,2025-10-30
9350,에이에이씨케이,주수양,전기전자,서울,2025-10-30
9351,엠에스원디지털,엄종만,기계금속,서울,2025-10-30
9352,코리아디지탈,전영일,전기전자,서울,2025-10-30
9353,다트미디어,박천성,서비스,서울,2025-10-30
9354,득영,이성욱,화학,충북,2025-10-30
9355,천일아이엔씨,송두용,S/W,부산,2025-10-30
9356,케이에스에프아이앤씨,"김영길,김영덕(각자)",섬유,부산,2025-10-30
9357,경일전기,김석철,전기전자,부산,2025-10-30
9358, 글림시스템즈,김봉수,S/W,대전,2025-10-31
9359, 듀오픽스레이 ,JUN SEUNG IK,전기전자,대전,2025-10-31
9360, 이앤씨,이운규,전기전자,충북,2025-10-31
9361,와이제이산업,이재호,기타,경남,2025-10-31
9362, 마텍,염철호,기타,전남,2025-10-31
9363,파워팩,박성철,기타,경남,2025-10-31
9364,런텍,김종남,기계금속,부산,2025-10-31
9365,에이치에스글로텍 ,"조인순,조훈득(각자)",섬유,경남,2025-10-31
9366,리더스코리아,김정겸,기타,충북,2025-10-31
9367,유성분체기계,김재영,기계금속,경기,2025-10-31
9368, 에스앤에스,김현곤,기계금속,경기,2025-10-31
9369,한영전기기술,김경수,전기전자,경기,2025-10-31
9370,대건테크,신기수,전기전자,경남,2025-10-31
9371, 맥스나인,조형기,S/W,서울,2025-10-31
9372,네스지오,한광희,S/W,서울,2025-10-31
9373,세광시앤에치,안창호,전기전자,경기,2025-10-31
9374,대성금속,노윤구,기계금속,인천,2025-10-31
9375,오성듀랄루민,김현길,기타,경기,2025-10-31
9376, 우리하이콘,최민경,환경,전남,2025-10-31
9377, 테프텍,전병철,화학,경기,2025-10-31
9378,광성정공,차오남,기계금속,대구,2025-10-31
9379,나노하이테크,김병순,기계금속,대전,2025-10-31
9380,대호,이형호,바이오,경기,2025-10-31
9381,동일산업,김범열,기계금속,경기,2025-10-31
9382,지오환경,이준희,건설,충남,2025-10-31
9383,청화사,이후균,화학,경기,2025-10-31
9384,피앤큐텍,김성종,기계금속,경북,2025-10-31
9385,삼안산업,"성낙헌,성익경(각자대표)",기타,경기,2025-10-31
9386,삼영쎌레트라,배동호,기계금속,인천,2025-10-31
9387,천기산업,이창현,기계금속,경기,2025-10-31
9388,신아엔지니어링,김원숙,전기전자,경기,2025-11-01
9389,엔제로,정의용,S/W,경기,2025-11-01
9390,두경산업,형정문,기계금속,전북,2025-11-01
9391,성일축산영농조합법인,이용기,기타,전남,2025-11-01
9392,비엠지코리아,김상훈,기타,경기,2025-11-01
9393,대진알미늄,박재근,기타,서울,2025-11-01
9394,바이코레 ,박정민,기타,경기,2025-11-01
9395, 유젠 ,이상훈,S/W,서울,2025-11-01
9396, 우성기업,이수정,전기전자,충남,2025-11-01
9397,전일환경,송기순,환경,전북,2025-11-01
9398,바이오포트코리아,김성구,바이오,부산,2025-11-01
9399,아이젠시스템즈,안상용,정보통신,서울,2025-11-01
9400,나우텍,정대일,기계금속,인천,2025-11-02
9401,대주이엔티,황광수,기계금속,인천,2025-11-02
9402,비엠에스엔지니어링 ,김도형,기계금속,부산,2025-11-02
9403,세건하이테크,주경애,환경,인천,2025-11-02
9404,아쿠아프로,윤지현,기타,부산,2025-11-02
9405,신화의료기,허정욱,기타,부산,2025-11-02
9406,화진몰테크,진윤식,기타,인천,2025-11-02
9407,동심컴퍼니,이창성,전기전자,부산,2025-11-02
9408,대영벤드,최형준,기계금속,경기,2025-11-02
9409,남양씨푸드,고승천,식품,경기,2025-11-02
9410,농업회사법인 세천팜,김정호,식품,경기,2025-11-02
9411,대하전선,하병철,전기전자,경기,2025-11-02
9412,케이비드 ,원용춘,S/W,서울,2025-11-02
9413,대광레이스,강호찬,섬유,경기,2025-11-02
9414,엠에이티,김영준,정보통신,경기,2025-11-02
9415,우기화학,이상현,화학,전북,2025-11-02
9416,현대인더스트리,엄선진,화학,경기,2025-11-02
9417,현대화이바,이정진,섬유,대구,2025-11-02
9418,원진물산 ,김성욱,기타,인천,2025-11-02
9419,길한산업,유용근,섬유,강원,2025-11-02
9420,네오트  ,김경락,기계금속,인천,2025-11-02
9421, 메카로,"이재정,박영순",전기전자,경기,2025-11-02
9422,대성금속열처리,황종섭,기계금속,경기,2025-11-03
9423,디엠에프씨,한성완,기계금속,경기,2025-11-03
9424,엔비에스티,조인석,기타,경기,2025-11-03
9425,영인에이스,이진근,화학,경기,2025-11-03
9426, 대성열처리,황종섭,기계금속,경기,2025-11-03
9427,광석,윤광열,기타,전북,2025-11-03
9428,청우산업,우승녀,환경,경기,2025-11-03
9429,합자회사공주종합모터스,김덕배,기타,충남,2025-11-03
9430,다온오토메이션,박정호,전기전자,인천,2025-11-03
9431,대림테크,김무창,기타,경기,2025-11-03
9432, 주신기계,김근오,기계금속,인천,2025-11-03
9433,부천주물,장용환,기계금속,인천,2025-11-03
9434,한동조선,한보라,기타,경북,2025-11-03
9435,스카이다이아몬드 ,송길용,기계금속,충북,2025-11-03
9436,조양,조용상,전기전자,경기,2025-11-03
9437,삼신기업,이종화,건설,전북,2025-11-03
9438,신명산업,신명규,기계금속,경기,2025-11-03
9439,화인시스템,주광훈,전기전자,경기,2025-11-03
9440,케이투웹테크,김태일,S/W,서울,2025-11-03
9441,코맥스화학,"김옥자,박승봉",화학,대구,2025-11-03
9442, 서림,박주원,건설,전남,2025-11-03
9443,농업회사법인돈우,정진숙,식품,충남,2025-11-04
9444,더콘솔,이상호,전기전자,경기,2025-11-04
9445,삼덕로지스틱스,지명원,서비스,경기,2025-11-04
9446,혜송,이재복,기계금속,충북,2025-11-04
9447,에이티시스템 ,윤기천,기계금속,경기,2025-11-04
9448, 아이엠그루 ,신창호,S/W,서울,2025-11-04
9449, 펀앤뉴,이진영,S/W,경기,2025-11-04
9450,호윤,조지연,S/W,서울,2025-11-04
9451,진성산업,정은수,전기전자,경남,2025-11-04
9452,세신전기,김명옥,전기전자,전남,2025-11-04
9453,아신하이텍,김상욱,전기전자,인천,2025-11-04
9454,태성엔지니어링,김태용,전기전자,인천,2025-11-04
9455, 에이엘티,"천병태,이덕형",전기전자,충북,2025-11-05
9456,도은,신도현,전기전자,경기,2025-11-05
9457,농업회사법인경인사료,이성수,식품,충남,2025-11-05
9458,리브가푸드시스템 ,이경섭,식품,충남,2025-11-05
9459,양전자시스템,양윤재,기타,경기,2025-11-05
9460, 비엠테크,곽근우,건설,경기,2025-11-05
9461, 진인프라,김성용,정보통신,경기,2025-11-05
9462, 태화화스너,전용준,기계금속,경기,2025-11-05
9463,창조이엔지,임현수,기계금속,경북,2025-11-05
9464,이지켐,김창복,화학,충북,2025-11-05
9465, 미로,선태환,기타,전남,2025-11-05
9466,단테크,이강섭,S/W,서울,2025-11-06
9467,달콤한고래들,"이세원,고진수",기타,서울,2025-11-06
9468,두리콜렉션,이용식,섬유,서울,2025-11-06
9469,신화정공,김병화,기계금속,경남,2025-11-06
9470,퍼브,강성욱,정보통신,경기,2025-11-06
9471,알비소프트 ,조용오,정보통신,서울,2025-11-06
9472,이에프티솔루션,백성현,화학,서울,2025-11-06
9473, 딥큐어,김기완,기타,서울,2025-11-06
9474, 스틸콘,은성수,건설,서울,2025-11-06
9475, 지이모션,HANDONGSOO,S/W,서울,2025-11-06
9476, 카이네트웍스,박신욱,정보통신,서울,2025-11-06
9477,메타시스넷,강유희,S/W,서울,2025-11-06
9478,엠아이제이,허진숙,전기전자,강원,2025-11-06
9479,지티씨코퍼레이션,전진용,건설,경기,2025-11-06
9480, 로스웰워터,이건호,환경,경기,2025-11-06
9481,동화이엔씨,이재원,서비스,서울,2025-11-06
9482,효민디앤피,"한수흥,박은희",서비스,부산,2025-11-06
9483,영원메디칼,정영순,기타,경기,2025-11-06
9484,코스텍,이성기,기계금속,전북,2025-11-06
9485,비앤더블유이앤씨 ,정순필,바이오,서울,2025-11-06
9486,삼영엠텍,전창옥,건설,경남,2025-11-06
9487, 코레코,박태완,기타,경남,2025-11-06
9488,나라인포테크,권혁철,정보통신,부산,2025-11-06
9489,미래티아이에스,김원걸,건설,서울,2025-11-06
9490,한두패키지,김성원,화학,인천,2025-11-06
9491, 싸이퍼일렉트로닉,천익종,S/W,서울,2025-11-06
9492,피아산업,김홍근,기계금속,충북,2025-11-06
9493,홍성정공,"이재홍,이형욱",전기전자,경남,2025-11-06
9494,고려종합기술 ,한현석,건설,전남,2025-11-07
9495,에스티엔지 ,권세찬,전기전자,전남,2025-11-07
9496,한양티에스,유민상,기계금속,충남,2025-11-07
9497,앤미디어,강동길,서비스,서울,2025-11-07
9498,포스트엠비,안덕영,정보통신,경기,2025-11-07
9499,하이에프디,"이문자,하진홍",기타,경남,2025-11-07
9500,동남사,"민권식,민병두",기타,충남,2025-11-07
9501,한국펄프,이경희,기타,충북,2025-11-07
9502,신한모방,변상기,섬유,충북,2025-11-07
9503, 리트빅,이인섭,전기전자,경기,2025-11-07
9504,테크온,김상봉,전기전자,경기,2025-11-07
9505,청송상공,심재호,전기전자,인천,2025-11-07
9506,선광전자 ,심우정,전기전자,인천,2025-11-07
9507,세종이엔티,민경남,건설,충남,2025-11-07
9508,신화시스템,채관석,전기전자,서울,2025-11-07
9509,티아이에스에스,이상봉,정보통신,부산,2025-11-07
9510,한국차체,양은오,기계금속,전북,2025-11-07
9511,기영인터내셔날,허행기,기계금속,경기,2025-11-07
9512,비엠오피스퍼니처,이승철,기타,경기,2025-11-07
9513,엔터인,이종한,S/W,대구,2025-11-07
9514,유신씨앤씨,양석래,전기전자,경기,2025-11-07
9515,케이씨엠텍,이정애,전기전자,경기,2025-11-07
9516,티로보틱스,안승욱,기계금속,경기,2025-11-07
9517,대광소결금속,박병곤,기계금속,대구,2025-11-07
9518,다임코,김영래,기타,경기,2025-11-08
9519,부흥산업사,안경욱,화학,경기,2025-11-08
9520, 세븐플로어,이현기 박준근,기타,경기,2025-11-08
9521,지이텍,최한,기계금속,부산,2025-11-08
9522,프로테크,이기영,전기전자,부산,2025-11-08
9523,이지미디어,이지영,S/W,서울,2025-11-08
9524,잉카인터넷,주영흠,정보통신,서울,2025-11-08
9525,자이로,목동엽,화학,부산,2025-11-08
9526,윤영테크,이종윤,기계금속,울산,2025-11-08
9527,동진금속,김영수,기계금속,경남,2025-11-08
9528,성평,이성문,기계금속,경남,2025-11-08
9529,금화테크,정세현,기계금속,경남,2025-11-09
9530,모베이스썬스타,손태문,기계금속,인천,2025-11-09
9531,성우이엔지,이기혁,기계금속,경남,2025-11-09
9532, 퀀텀캣,강신현,화학,대전,2025-11-09
9533,아지즈,이강식,전기전자,인천,2025-11-09
9534,그린웨이,손병찬,환경,충북,2025-11-09
9535,카멜월드와이드,김상욱,서비스,서울,2025-11-09
9536,한우리건강의료기,김정희,기타,대구,2025-11-10
9537,세광공업,조태식,기계금속,대구,2025-11-10
9538,아이앤티,이성호,전기전자,경북,2025-11-10
9539,유한회사 드림씨앤에스,김정호,건설,전북,2025-11-10
9540, 명보이앤지,김민석,전기전자,전남,2025-11-10
9541, 수연산업,김종수,기계금속,광주,2025-11-10
9542,아크데이타,장윤철 고광연 채영우,S/W,대구,2025-11-10
9543,엘유엘코리아,김홍현,기계금속,대구,2025-11-10
9544,피플데이타,전재옥,정보통신,경북,2025-11-10
9545,케이에스이엔지,김미옥,기타,강원,2025-11-10
9546,제팩,이준제,기계금속,인천,2025-11-10
9547,진산,이찬훈,기계금속,인천,2025-11-10
9548,레이저쎌,안건준,전기전자,경기,2025-11-10
9549,일동케미칼,조준혁,화학,대구,2025-11-10
9550, 한국정보공작소,곽송욱,S/W,서울,2025-11-10
9551,지성아이티,이황우,S/W,서울,2025-11-10
9552,세일하이텍 ,박문태,전기전자,경기,2025-11-10
9553,위스텍,안동명,전기전자,경기,2025-11-10
9554,대곤코퍼레이션,"이재형,이대원",전기전자,서울,2025-11-10
9555,정원자카텍,정모경,섬유,경북,2025-11-10
9556,태성정밀,정덕화,기계금속,경기,2025-11-10
9557,극동이씨티,정충의,환경,인천,2025-11-10
9558,세영통신,고영복,정보통신,경기,2025-11-10
9559,아던트,류목현,정보통신,서울,2025-11-10
9560,에이오디,공주삼,정보통신,제주,2025-11-10
9561,아이엔티텍,정진형,전기전자,경북,2025-11-10
9562,티엔씨파트너,김철두,S/W,서울,2025-11-10
9563,유브이플러스,김유섭,환경,경기,2025-11-10
9564,휴벡셀,"허성규,박정민(각자)",바이오,경기,2025-11-10
9565,우리케미칼,김덕주,화학,전남,2025-11-11
9566,광주포장산업,김선양,기타,광주,2025-11-11
9567, 우연시스템,윤우현,건설,광주,2025-11-11
9568,현대비씨엔지니어링,"우종준,박혜연(각자)",건설,경기,2025-11-11
9569,동성테크노스,이정숙,기계금속,경북,2025-11-11
9570,월드이엔지,정연태,기계금속,경북,2025-11-11
9571,극동볼트,최병길,기계금속,대구,2025-11-11
9572,모코,조한종,기타,경북,2025-11-11
9573,에이스나노켐,이종훈,화학,경북,2025-11-11
9574,창신인터내셔날,이채구,기계금속,울산,2025-11-11
9575,신동식품,"강경준,문경희",식품,강원,2025-11-11
9576,레이덱스,정하일,기계금속,인천,2025-11-12
9577,아이티언,김영훈,정보통신,경기,2025-11-12
9578,예홀,변현미,서비스,부산,2025-11-12
9579,클릭앤터치,이낙훈,S/W,서울,2025-11-12
9580,파인웰,김노순,화학,경기,2025-11-12
9581,성림화학,오혜순,기타,경기,2025-11-12
9582,주)알토,허윤수,전기전자,서울,2025-11-12
9583,홈에디션명진,서철훈,기타,전북,2025-11-12
9584,고려정밀,나용석,기계금속,광주,2025-11-12
9585,포미 ,허상휴,기타,광주,2025-11-12
9586,두드림,박태성,기타,경기,2025-11-13
9587,농업회사법인 유한회사 나비원,임용범,식품,전남,2025-11-13
9588,디어스엠,정승연,화학,경기,2025-11-13
9589,에이스파워,김동철,전기전자,경기,2025-11-13
9590,에코시락,박종완,기타,경기,2025-11-13
9591,피드업,이혁기,식품,충남,2025-11-13
9592,홈일렉코리아,"서은선, 전철범",전기전자,경기,2025-11-13
9593,샤인비,김영주,기타,경기,2025-11-13
9594,한국에이앤지,이영순,기계금속,인천,2025-11-13
9595,브로스앤컴퍼니 ,박기열,서비스,경기,2025-11-13
9596, 스포츠패나틱,전박근,서비스,경기,2025-11-13
